ISSN,Journal Title,OA Model,Currency,Price
0969-2126,Structure,Hybrid,USD,5200
2352-0124,Structures,Hybrid,USD,2500
0191-491X,Studies in Educational Evaluation,Hybrid,USD,1800
1369-8486,Studies in History and Philosophy of Biol & Biomed Sci,Hybrid,USD,1100
1355-2198,Studies in History and Philosophy of Modern Physics,Hybrid,USD,1800
0039-3681,Studies in History and Philosophy of Science,Hybrid,USD,1800
0166-0616,Studies in Mycology,Open Access,USD,1000
2215-910X,Suma de Negocios,Open Access,USD,0
0121-4381,Suma Psicológica,Open Access,USD,0
0749-6036,Superlattices and Microstructures,Hybrid,USD,2500
0257-8972,Surface & Coatings Technology,Hybrid,USD,2800
0039-6028,Surface Science,Hybrid,USD,2750
0167-5729,Surface Science Reports,Hybrid,USD,2200
0039-6060,Surgery,Hybrid,USD,3000
1550-7289,Surgery for Obesity and Related Diseases,Hybrid,USD,3300
0263-9319,Surgery (Oxford),Hybrid,USD,3000
0039-6109,Surgical Clinics of North America,Hybrid,USD,3000
0960-7404,Surgical Oncology,Hybrid,USD,2500
1055-3207,Surgical Oncology Clinics of North America,Hybrid,USD,3000
1875-9181,Surgical Pathology Clinics,Hybrid,USD,3000
0039-6257,Survey of Ophthalmology,Hybrid,USD,2500
2212-6139,Sustainability of Water Quality and Ecology,Hybrid,USD,3000
2352-5541,Sustainable Chemistry and Pharmacy,Hybrid,USD,1500
2210-6707,Sustainable Cities and Society,Hybrid,USD,2500
2210-5379,Sustainable Computing: Informatics and Systems,Hybrid,USD,2400
2352-4677,"Sustainable Energy, Grids and Networks",Hybrid,USD,2000
2213-1388,Sustainable Energy Technologies and Assessments,Hybrid,USD,2500
2214-9937,Sustainable Materials and Technologies,Hybrid,USD,1100
2352-5509,Sustainable Production and Consumption,Hybrid,USD,3000
2210-6502,Swarm and Evolutionary Computation,Hybrid,USD,2400
2213-7130,Synergy,Hybrid,USD,1800
2405-805X,Synthetic and Systems Biotechnology,Open Access,USD,0
0379-6779,Synthetic Metals,Hybrid,USD,3300
0346-251X,System,Hybrid,USD,1800
0723-2020,Systematic and Applied Microbiology,Hybrid,USD,2500
0167-6911,Systems & Control Letters,Hybrid,USD,2400
1028-4559,Taiwanese Journal of Obstetrics & Gynecology,Open Access,USD,0
0039-9140,Talanta,Hybrid,USD,2800
1557-3087,Teaching and Learning in Nursing,Hybrid,USD,3000
0742-051X,Teaching and Teacher Education,Hybrid,USD,1100
1096-2883,Techniques in Gastrointestinal Endoscopy,Hybrid,USD,2500
1089-2516,Techniques in Vascular and Interventional Radiology,Hybrid,USD,2500
0040-1625,Technological Forecasting & Social Change,Hybrid,USD,1200
0160-791X,Technology in Society,Hybrid,USD,1800
0166-4972,Technovation,Hybrid,USD,1800
0040-1951,Tectonophysics,Hybrid,USD,3000
1645-9911,TÉKHNE - Review of Applied Management Studies,Hybrid,USD,3000
0308-5961,Telecommunications Policy,Hybrid,USD,1800
0736-5853,Telematics and Informatics,Hybrid,USD,2400
0040-4020,Tetrahedron,Hybrid,USD,2300
0957-4166,Tetrahedron: Asymmetry,Hybrid,USD,1800
0040-4039,Tetrahedron Letters,Hybrid,USD,2300
0002-9149,The American Journal of Cardiology,Hybrid,USD,3200
1064-7481,The American Journal of Geriatric Psychiatry,Hybrid,USD,3300
0002-9297,The American Journal of Human Genetics,Hybrid,USD,5000
0002-9343,The American Journal of Medicine,Hybrid,USD,3750
0002-9440,The American Journal of Pathology,Hybrid,USD,3000
0002-9610,The American Journal of Surgery,Hybrid,USD,2400
0002-9629,The American Journal of the Medical Sciences,Hybrid,USD,3000
0003-4975,The Annals of Thoracic Surgery,Hybrid,USD,3000
0197-4556,The Arts in Psychotherapy,Hybrid,USD,1800
2092-5212,The Asian Journal of Shipping and Logistics,Open Access,USD,0
0960-9776,The Breast,Hybrid,USD,3100
0890-8389,The British Accounting Review,Hybrid,USD,1800
2214-5141,The Crop Journal,Open Access,USD,0
1110-2608,The Egyptian Heart Journal,Open Access,USD,0
1687-4285,The Egyptian Journal of Aquatic Research,Open Access,USD,0
2090-7303,The Egyptian Journal of Critical Care Medicine,Open Access,USD,0
0378-603X,The Egyptian Journal of Radiology and Nuclear Medicine,Open Access,USD,0
1110-9823,The Egyptian Journal of Remote Sensing and Space Sciences,Open Access,USD,0
1110-1164,The Egyptian Rheumatologist,Open Access,USD,0
1040-6190,The Electricity Journal,Hybrid,USD,2500
1889-1861,The European Journal of Psychology Applied to Legal Context,Open Access,USD,0
2214-790X,The Extractive Industries and Society,Hybrid,USD,3300
0958-2592,The Foot,Hybrid,USD,2500
1472-8117,The International Journal of Management Education,Hybrid,USD,1100
1096-7516,The Internet and Higher Education,Hybrid,USD,1800
1555-4155,The Journal for Nurse Practitioners,Hybrid,USD,2500
0099-1333,The Journal of Academic Librarianship,Hybrid,USD,1100
0091-6749,The Journal of Allergy and Clinical Immunology,Hybrid,USD,3300
2213-2198,The Journal of Allergy and Clinical Immunology: In Practice,Hybrid,USD,3300
0883-5403,The Journal of Arthroplasty,Hybrid,USD,2900
0021-9614,The Journal of Chemical Thermodynamics,Hybrid,USD,2600
1005-8885,The Journal of China Universities of Posts and Telecommunications,Hybrid,USD,3000
1703-4949,The Journal of Economic Asymmetries,Hybrid,USD,3000
1532-3382,The Journal of Evidence-Based Dental Practice,Hybrid,USD,2500
2405-9188,The Journal of Finance and Data Science,Open Access,USD,0
1067-2516,The Journal of Foot and Ankle Surgery,Hybrid,USD,3000
1525-1578,The Journal of Molecular Diagnostics,Hybrid,USD,3000
0955-2863,The Journal of Nutritional Biochemistry,Hybrid,USD,3200
0022-3476,The Journal of Pediatrics,Hybrid,USD,3750
0022-3913,The Journal of Prosthetic Dentistry,Hybrid,USD,3000
1743-6095,The Journal of Sexual Medicine,Hybrid,USD,2500
0885-985X,The Journal of Social Studies Research,Hybrid,USD,3000
0896-8446,The Journal of Supercritical Fluids,Hybrid,USD,2500
0164-1212,The Journal of Systems & Software,Hybrid,USD,1500
0002-8177,The Journal of the American Dental Association,Hybrid,USD,2500
2212-828X,The Journal of the Economics of Ageing,Hybrid,USD,1100
0022-5223,The Journal of Thoracic and Cardiovascular Surgery,Hybrid,USD,2750
0022-5347,The Journal of Urology,Hybrid,USD,3000
0968-0160,The Knee,Hybrid,USD,2500
0140-6736,The Lancet,Hybrid,USD,5000
2213-8587,The Lancet Diabetes & Endocrinology,Hybrid,USD,5000
2214-109X,The Lancet Global Health,Open Access,USD,5000
2352-3026,The Lancet Haematology,Hybrid,USD,5000
2352-3018,The Lancet HIV,Hybrid,USD,5000
1473-3099,The Lancet Infectious Diseases,Hybrid,USD,5000
1474-4422,The Lancet Neurology,Hybrid,USD,5000
1470-2045,The Lancet Oncology,Hybrid,USD,5000
2215-0366,The Lancet Psychiatry,Hybrid,USD,5000
2213-2600,The Lancet Respiratory Medicine,Hybrid,USD,5000
1048-9843,The Leadership Quarterly,Hybrid,USD,1800
1542-0124,The Ocular Surface,Hybrid,USD,3000
0167-8442,Theoretical and Applied Fracture Mechanics,Hybrid,USD,2500
2095-0349,Theoretical and Applied Mechanics Letters,Open Access,USD,150
0304-3975,Theoretical Computer Science,Hybrid,USD,1600
0040-5809,Theoretical Population Biology,Hybrid,USD,2200
0031-3955,The Pediatric Clinics of North America,Hybrid,USD,3000
1080-7446,The Professional Animal Scientist,Hybrid,USD,2500
0093-691X,Theriogenology,Hybrid,USD,2500
0040-6031,Thermochimica Acta,Hybrid,USD,2600
1013-9052,The Saudi Dental Journal,Open Access,USD,0
2173-1268,The Spanish Review of Financial Economics,Hybrid,USD,3000
1529-9430,The Spine Journal,Hybrid,USD,3000
1479-666X,The Surgeon,Hybrid,USD,2500
1090-0233,The Veterinary Journal,Hybrid,USD,3100
1871-1871,Thinking Skills and Creativity,Hybrid,USD,1100
0040-6090,Thin Solid Films,Hybrid,USD,2750
0263-8231,Thin-Walled Structures,Hybrid,USD,2500
1547-4127,Thoracic Surgery Clinics,Hybrid,USD,3000
0049-3848,Thrombosis Research,Hybrid,USD,3000
1877-959X,Ticks and Tick-borne Diseases,Hybrid,USD,2200
1405-888X,TIP,Open Access,USD,0
0040-8166,Tissue and Cell,Hybrid,USD,3000
1938-9736,Topics in Companion Animal Medicine,Hybrid,USD,3000
0166-8641,Topology and its Applications,Hybrid,USD,1500
0261-5177,Tourism Management,Hybrid,USD,1950
2211-9736,Tourism Management Perspectives,Hybrid,USD,1800
0300-483X,Toxicology,Hybrid,USD,3000
0041-008X,Toxicology and Applied Pharmacology,Hybrid,USD,3700
0887-2333,Toxicology in Vitro,Hybrid,USD,2750
0378-4274,Toxicology Letters,Hybrid,USD,3000
2214-7500,Toxicology Reports,Open Access,USD,1600
0041-0101,Toxicon,Hybrid,USD,3300
1473-0502,Transfusion and Apheresis Science,Hybrid,USD,2500
1246-7820,Transfusion clinique et biologique,Hybrid,USD,3000
0887-7963,Transfusion Medicine Reviews,Hybrid,USD,2500
1936-5233,Translational Oncology,Open Access,USD,2200
1931-5244,Translational Research,Hybrid,USD,3000
2214-854X,Translational Research in Anatomy,Open Access,USD,1500
0041-1345,Transplantation Proceedings,Hybrid,USD,2550
2451-9596,Transplantation Reports,Open Access,USD,1800
0955-470X,Transplantation Reviews,Hybrid,USD,1700
0966-3274,Transplant Immunology,Hybrid,USD,3000
2214-3912,Transportation Geotechnics,Hybrid,USD,2500
0965-8564,Transportation Research Part A,Hybrid,USD,1950
0191-2615,Transportation Research Part B,Hybrid,USD,1800
0968-090X,Transportation Research Part C,Hybrid,USD,1950
1361-9209,Transportation Research Part D,Hybrid,USD,1950
1366-5545,Transportation Research Part E,Hybrid,USD,1800
1369-8478,Transportation Research Part F: Psychology and Behaviour,Hybrid,USD,1800
2352-1465,Transportation Research Procedia,Open Access,USD,0
0967-070X,Transport Policy,Hybrid,USD,1800
2352-6440,Trauma Case Reports,Open Access,USD,750
2214-367X,Travel Behaviour and Society,Hybrid,USD,1800
1477-8939,Travel Medicine and Infectious Disease,Hybrid,USD,2500
2210-8440,Trends in Anaesthesia and Critical Care,Hybrid,USD,2500
0165-9936,Trends in Analytical Chemistry,Hybrid,USD,3550
0968-0004,Trends in Biochemical Sciences,Hybrid,USD,3800
0167-7799,Trends in Biotechnology,Hybrid,USD,3800
2405-8033,Trends in Cancer,Hybrid,USD,3800
1050-1738,Trends in Cardiovascular Medicine,Hybrid,USD,3000
0962-8924,Trends in Cell Biology,Hybrid,USD,3800
1364-6613,Trends in Cognitive Sciences,Hybrid,USD,3800
0169-5347,Trends in Ecology & Evolution,Hybrid,USD,3800
1043-2760,Trends in Endocrinology & Metabolism,Hybrid,USD,3800
2214-1588,Trends in Environmental Analytical Chemistry,Hybrid,USD,2600
0924-2244,Trends in Food Science & Technology,Hybrid,USD,3000
0168-9525,Trends in Genetics,Hybrid,USD,3800
1471-4906,Trends in Immunology,Hybrid,USD,3800
0966-842X,Trends in Microbiology,Hybrid,USD,3800
1471-4914,Trends in Molecular Medicine,Hybrid,USD,3800
2211-9493,Trends in Neuroscience and Education,Hybrid,USD,1700
0166-2236,Trends in Neurosciences,Hybrid,USD,3800
1471-4922,Trends in Parasitology,Hybrid,USD,3800
0165-6147,Trends in Pharmacological Sciences,Hybrid,USD,3800
1360-1385,Trends in Plant Science,Hybrid,USD,3800
0301-679X,Tribology International,Hybrid,USD,3000
1472-9792,Tuberculosis,Hybrid,USD,2500
0886-7798,Tunnelling and Underground Space Technology incorporating Trenchless Technology Research,Hybrid,USD,2500
2452-2473,Turkish Journal of Emergency Medicine,Open Access,USD,0
0304-3991,Ultramicroscopy,Hybrid,USD,3000
0041-624X,Ultrasonics,Hybrid,USD,2800
1350-4177,Ultrasonics - Sonochemistry,Hybrid,USD,2200
0301-5629,Ultrasound in Medicine & Biology,Hybrid,USD,1500
2212-0955,Urban Climate,Hybrid,USD,3300
1618-8667,Urban Forestry & Urban Greening,Hybrid,USD,1650
1879-5226,Urological Science,Open Access,USD,0
0094-0143,Urologic Clinics of North America,Hybrid,USD,3000
1078-1439,Urologic Oncology: Seminars and Original Investigations,Hybrid,USD,3000
0090-4295,Urology,Hybrid,USD,3000
2214-4420,Urology Case Reports,Open Access,USD,650
2352-0779,Urology Practice,Hybrid,USD,3000
0957-1787,Utilities Policy,Hybrid,USD,2500
0264-410X,Vaccine,Hybrid,USD,2450
1576-9887,Vacunas: investigación y práctica,Hybrid,EUR,1500
0042-207X,Vacuum,Hybrid,USD,2200
1098-3015,Value in Health,Hybrid,USD,2750
2212-1099,Value in Health Regional Issues,Hybrid,USD,1500
1537-1891,Vascular Pharmacology,Hybrid,USD,3000
2214-2096,Vehicular Communications,Hybrid,USD,3000
2451-943X,Veterinary and Animal Science,Open Access,USD,1600
0749-0739,Veterinary Clinics of North America: Equine Practice,Hybrid,USD,3000
1094-9194,Veterinary Clinics of North America: Exotic Animal Practice,Hybrid,USD,3000
0749-0720,Veterinary Clinics of North America: Food Animal Practice,Hybrid,USD,3000
0195-5616,Veterinary Clinics of North America: Small Animal Practice,Hybrid,USD,3000
0165-2427,Veterinary Immunology and Immunopathology,Hybrid,USD,3300
0378-1135,Veterinary Microbiology,Hybrid,USD,3500
0304-4017,Veterinary Parasitology,Hybrid,USD,3200
2405-9390,Veterinary Parasitology: Regional Studies and Reports,Hybrid,USD,2000
0924-2031,Vibrational Spectroscopy,Hybrid,USD,2600
0042-6822,Virology,Hybrid,USD,2350
0168-1702,Virus Research,Hybrid,USD,2750
0042-6989,Vision Research,Hybrid,USD,2200
2405-4690,Visual Journal of Emergency Medicine,Hybrid,USD,500
1634-0760,Vocation sage-femme,Hybrid,USD,3000
0956-053X,Waste Management,Hybrid,USD,3300
0043-1354,Water Research,Hybrid,USD,3750
2212-4284,Water Resources and Economics,Hybrid,USD,3000
2212-3717,Water Resources and Industry,Open Access,USD,1800
2212-6082,Water resources and rural development,Hybrid,USD,3000
1110-4929,Water Science,Open Access,USD,0
1674-2370,Water Science and Engineering,Open Access,USD,0
0165-2125,Wave Motion,Hybrid,USD,2200
0043-1648,Wear,Hybrid,USD,3000
2212-0947,Weather and Climate Extremes,Open Access,USD,1500
1080-6032,Wilderness & Environmental Medicine,Hybrid,USD,3000
2212-9774,Wine Economics and Policy,Open Access,USD,0
1871-5192,Women and Birth,Hybrid,USD,1700
1049-3867,Women's Health Issues,Hybrid,USD,3000
0277-5395,Women's Studies International Forum,Hybrid,USD,1100
0305-750X,World Development,Hybrid,USD,2400
2452-2929,World Development Perspectives,Hybrid,USD,1100
1003-5257,World Journal of Acupuncture – Moxibustion,Hybrid,USD,1000
2095-8811,World Journal of Otorhinolaryngology-Head and Neck Surgery,Open Access,USD,1500
1878-8750,World Neurosurgery,Hybrid,USD,2600
0172-2190,World Patent Information,Hybrid,USD,1800
2213-9095,Wound Medicine,Hybrid,USD,1700
1865-9217,"Zeitschrift fuer Evidenz, Fortbildung und Qualitaet im Gesundheitswesen",Hybrid,USD,1800
0939-3889,Zeitschrift fuer Medizinische Physik,Hybrid,USD,2500
0044-5231,Zoologischer Anzeiger,Hybrid,USD,1800
0944-2006,Zoology,Hybrid,USD,1900
